,location,date,total_deaths
11972,Serbia,2020-02-26,0
11973,Serbia,2020-02-27,0
11974,Serbia,2020-02-28,0
11975,Serbia,2020-02-29,0
11976,Serbia,2020-03-01,0
11977,Serbia,2020-03-02,0
11978,Serbia,2020-03-03,0
11979,Serbia,2020-03-04,0
11980,Serbia,2020-03-06,0
11981,Serbia,2020-03-07,0
11982,Serbia,2020-03-08,0
11983,Serbia,2020-03-09,0
11984,Serbia,2020-03-10,0
11985,Serbia,2020-03-11,0
11986,Serbia,2020-03-12,0
11987,Serbia,2020-03-13,0
11988,Serbia,2020-03-14,0
11989,Serbia,2020-03-15,0
11990,Serbia,2020-03-16,0
11991,Serbia,2020-03-17,0
11992,Serbia,2020-03-18,0
11993,Serbia,2020-03-19,0
11994,Serbia,2020-03-20,0
11995,Serbia,2020-03-21,1
11996,Serbia,2020-03-22,1
11997,Serbia,2020-03-23,1
11998,Serbia,2020-03-24,1
11999,Serbia,2020-03-25,1
12000,Serbia,2020-03-26,2
12001,Serbia,2020-03-27,3
12002,Serbia,2020-03-28,6
12003,Serbia,2020-03-29,10
12004,Serbia,2020-03-30,13
12005,Serbia,2020-03-31,13
12006,Serbia,2020-04-01,23
12007,Serbia,2020-04-02,23
12008,Serbia,2020-04-03,31
12009,Serbia,2020-04-04,39
12010,Serbia,2020-04-05,44
12011,Serbia,2020-04-06,51
12012,Serbia,2020-04-07,58
12013,Serbia,2020-04-08,61
12014,Serbia,2020-04-09,65
12015,Serbia,2020-04-10,66
12016,Serbia,2020-04-11,71
12017,Serbia,2020-04-12,74
12018,Serbia,2020-04-13,80
12019,Serbia,2020-04-14,85
12020,Serbia,2020-04-15,94
12021,Serbia,2020-04-16,99
12022,Serbia,2020-04-17,103
12023,Serbia,2020-04-18,110
12024,Serbia,2020-04-19,117
12025,Serbia,2020-04-20,122
12026,Serbia,2020-04-21,125
12027,Serbia,2020-04-22,125
12028,Serbia,2020-04-23,134
12029,Serbia,2020-04-24,139
12030,Serbia,2020-04-25,144
12031,Serbia,2020-04-26,151
12032,Serbia,2020-04-27,156
12033,Serbia,2020-04-28,162
12034,Serbia,2020-04-29,168
12035,South Sudan,2020-04-06,0
12036,South Sudan,2020-04-07,0
12037,South Sudan,2020-04-08,0
12038,South Sudan,2020-04-09,0
12039,South Sudan,2020-04-10,0
12040,South Sudan,2020-04-11,0
12041,South Sudan,2020-04-12,0
12042,South Sudan,2020-04-13,0
12043,South Sudan,2020-04-14,0
12044,South Sudan,2020-04-15,0
12045,South Sudan,2020-04-16,0
12046,South Sudan,2020-04-17,0
12047,South Sudan,2020-04-18,0
12048,South Sudan,2020-04-19,0
12049,South Sudan,2020-04-20,0
12050,South Sudan,2020-04-21,0
12051,South Sudan,2020-04-22,0
12052,South Sudan,2020-04-23,0
12053,South Sudan,2020-04-24,0
12054,South Sudan,2020-04-25,0
12055,South Sudan,2020-04-26,0
12056,South Sudan,2020-04-27,0
12057,South Sudan,2020-04-28,0
12058,South Sudan,2020-04-29,0
12059,Sao Tome and Principe,2020-04-09,0
12060,Sao Tome and Principe,2020-04-10,0
12061,Sao Tome and Principe,2020-04-11,0
12062,Sao Tome and Principe,2020-04-12,0
12063,Sao Tome and Principe,2020-04-13,0
12064,Sao Tome and Principe,2020-04-14,0
12065,Sao Tome and Principe,2020-04-15,0
12066,Sao Tome and Principe,2020-04-16,0
12067,Sao Tome and Principe,2020-04-17,0
12068,Sao Tome and Principe,2020-04-18,0
12069,Sao Tome and Principe,2020-04-19,0
12070,Sao Tome and Principe,2020-04-20,0
12071,Sao Tome and Principe,2020-04-21,0
12072,Sao Tome and Principe,2020-04-22,0
12073,Sao Tome and Principe,2020-04-23,0
12074,Sao Tome and Principe,2020-04-24,0
12075,Sao Tome and Principe,2020-04-25,0
12076,Sao Tome and Principe,2020-04-26,0
12077,Sao Tome and Principe,2020-04-27,0
12078,Sao Tome and Principe,2020-04-28,0
12079,Sao Tome and Principe,2020-04-29,0
12080,Suriname,2020-03-15,0
12081,Suriname,2020-03-21,0
12082,Suriname,2020-03-22,0
12083,Suriname,2020-03-23,0
12084,Suriname,2020-03-24,0
12085,Suriname,2020-03-25,0
12086,Suriname,2020-03-26,0
12087,Suriname,2020-03-27,0
12088,Suriname,2020-03-28,0
12089,Suriname,2020-03-29,0
12090,Suriname,2020-03-30,0
12091,Suriname,2020-03-31,0
12092,Suriname,2020-04-01,0
12093,Suriname,2020-04-02,0
12094,Suriname,2020-04-03,0
12095,Suriname,2020-04-04,1
12096,Suriname,2020-04-05,1
12097,Suriname,2020-04-06,1
12098,Suriname,2020-04-07,1
12099,Suriname,2020-04-08,1
12100,Suriname,2020-04-09,1
12101,Suriname,2020-04-10,1
12102,Suriname,2020-04-11,1
12103,Suriname,2020-04-12,1
12104,Suriname,2020-04-13,1
12105,Suriname,2020-04-14,1
12106,Suriname,2020-04-15,1
12107,Suriname,2020-04-16,1
12108,Suriname,2020-04-17,1
12109,Suriname,2020-04-18,1
12110,Suriname,2020-04-19,1
12111,Suriname,2020-04-20,1
12112,Suriname,2020-04-21,1
12113,Suriname,2020-04-22,1
12114,Suriname,2020-04-23,1
12115,Suriname,2020-04-24,1
12116,Suriname,2020-04-25,1
12117,Suriname,2020-04-26,1
12118,Suriname,2020-04-27,1
12119,Suriname,2020-04-28,1
12120,Suriname,2020-04-29,1
12121,Slovakia,2020-03-07,0
12122,Slovakia,2020-03-08,0
12123,Slovakia,2020-03-09,0
12124,Slovakia,2020-03-11,0
12125,Slovakia,2020-03-12,0
12126,Slovakia,2020-03-13,0
12127,Slovakia,2020-03-14,0
12128,Slovakia,2020-03-15,0
12129,Slovakia,2020-03-16,0
12130,Slovakia,2020-03-17,0
12131,Slovakia,2020-03-18,0
12132,Slovakia,2020-03-19,0
12133,Slovakia,2020-03-20,0
12134,Slovakia,2020-03-21,0
12135,Slovakia,2020-03-22,0
12136,Slovakia,2020-03-23,0
12137,Slovakia,2020-03-24,0
12138,Slovakia,2020-03-25,0
12139,Slovakia,2020-03-26,0
12140,Slovakia,2020-03-27,0
12141,Slovakia,2020-03-28,0
12142,Slovakia,2020-03-29,0
12143,Slovakia,2020-03-30,0
12144,Slovakia,2020-03-31,0
12145,Slovakia,2020-04-01,0
12146,Slovakia,2020-04-02,0
12147,Slovakia,2020-04-03,0
12148,Slovakia,2020-04-04,0
12149,Slovakia,2020-04-05,0
12150,Slovakia,2020-04-06,0
12151,Slovakia,2020-04-07,2
12152,Slovakia,2020-04-08,2
12153,Slovakia,2020-04-09,2
12154,Slovakia,2020-04-10,2
12155,Slovakia,2020-04-11,2
12156,Slovakia,2020-04-12,2
12157,Slovakia,2020-04-13,2
12158,Slovakia,2020-04-14,2
12159,Slovakia,2020-04-15,2
12160,Slovakia,2020-04-16,6
12161,Slovakia,2020-04-17,8
12162,Slovakia,2020-04-18,9
12163,Slovakia,2020-04-19,11
12164,Slovakia,2020-04-20,12
12165,Slovakia,2020-04-21,13
12166,Slovakia,2020-04-22,14
12167,Slovakia,2020-04-23,14
12168,Slovakia,2020-04-24,15
12169,Slovakia,2020-04-25,17
12170,Slovakia,2020-04-26,17
12171,Slovakia,2020-04-27,18
12172,Slovakia,2020-04-28,18
12173,Slovakia,2020-04-29,20
12174,Slovenia,2020-02-24,0
12175,Slovenia,2020-02-25,0
12176,Slovenia,2020-02-26,0
12177,Slovenia,2020-02-27,0
12178,Slovenia,2020-02-28,0
12179,Slovenia,2020-02-29,0
12180,Slovenia,2020-03-01,0
12181,Slovenia,2020-03-02,0
12182,Slovenia,2020-03-03,0
12183,Slovenia,2020-03-04,0
12184,Slovenia,2020-03-05,0
12185,Slovenia,2020-03-06,0
12186,Slovenia,2020-03-07,0
12187,Slovenia,2020-03-08,0
12188,Slovenia,2020-03-09,0
12189,Slovenia,2020-03-10,0
12190,Slovenia,2020-03-11,0
12191,Slovenia,2020-03-12,0
12192,Slovenia,2020-03-13,0
12193,Slovenia,2020-03-14,0
12194,Slovenia,2020-03-15,0
12195,Slovenia,2020-03-16,0
12196,Slovenia,2020-03-17,0
12197,Slovenia,2020-03-18,1
12198,Slovenia,2020-03-19,1
12199,Slovenia,2020-03-20,1
12200,Slovenia,2020-03-21,1
12201,Slovenia,2020-03-22,1
12202,Slovenia,2020-03-23,1
12203,Slovenia,2020-03-24,1
12204,Slovenia,2020-03-25,3
12205,Slovenia,2020-03-26,4
12206,Slovenia,2020-03-27,5
12207,Slovenia,2020-03-28,9
12208,Slovenia,2020-03-29,9
12209,Slovenia,2020-03-30,11
12210,Slovenia,2020-03-31,11
12211,Slovenia,2020-04-01,13
12212,Slovenia,2020-04-02,15
12213,Slovenia,2020-04-03,16
12214,Slovenia,2020-04-04,20
12215,Slovenia,2020-04-05,22
12216,Slovenia,2020-04-06,28
12217,Slovenia,2020-04-07,30
12218,Slovenia,2020-04-08,36
12219,Slovenia,2020-04-09,40
12220,Slovenia,2020-04-10,43
12221,Slovenia,2020-04-11,45
12222,Slovenia,2020-04-12,50
12223,Slovenia,2020-04-13,53
12224,Slovenia,2020-04-14,55
12225,Slovenia,2020-04-15,56
12226,Slovenia,2020-04-16,61
12227,Slovenia,2020-04-17,61
12228,Slovenia,2020-04-18,66
12229,Slovenia,2020-04-19,70
12230,Slovenia,2020-04-20,74
12231,Slovenia,2020-04-21,74
12232,Slovenia,2020-04-22,77
12233,Slovenia,2020-04-23,79
12234,Slovenia,2020-04-24,79
12235,Slovenia,2020-04-25,80
12236,Slovenia,2020-04-26,81
12237,Slovenia,2020-04-27,82
12238,Slovenia,2020-04-28,83
12239,Slovenia,2020-04-29,86
12240,Sweden,2019-12-31,0
12241,Sweden,2020-01-01,0
12242,Sweden,2020-01-02,0
12243,Sweden,2020-01-03,0
12244,Sweden,2020-01-04,0
12245,Sweden,2020-01-05,0
12246,Sweden,2020-01-06,0
12247,Sweden,2020-01-07,0
12248,Sweden,2020-01-08,0
12249,Sweden,2020-01-09,0
12250,Sweden,2020-01-10,0
12251,Sweden,2020-01-11,0
12252,Sweden,2020-01-12,0
12253,Sweden,2020-01-13,0
12254,Sweden,2020-01-14,0
12255,Sweden,2020-01-15,0
12256,Sweden,2020-01-16,0
12257,Sweden,2020-01-17,0
12258,Sweden,2020-01-18,0
12259,Sweden,2020-01-19,0
12260,Sweden,2020-01-20,0
12261,Sweden,2020-01-21,0
12262,Sweden,2020-01-22,0
12263,Sweden,2020-01-23,0
12264,Sweden,2020-01-24,0
12265,Sweden,2020-01-25,0
12266,Sweden,2020-01-26,0
12267,Sweden,2020-01-27,0
12268,Sweden,2020-01-28,0
12269,Sweden,2020-01-29,0
12270,Sweden,2020-01-30,0
12271,Sweden,2020-01-31,0
12272,Sweden,2020-02-01,0
12273,Sweden,2020-02-02,0
12274,Sweden,2020-02-03,0
12275,Sweden,2020-02-04,0
12276,Sweden,2020-02-05,0
12277,Sweden,2020-02-06,0
12278,Sweden,2020-02-07,0
12279,Sweden,2020-02-08,0
12280,Sweden,2020-02-09,0
12281,Sweden,2020-02-10,0
12282,Sweden,2020-02-11,0
12283,Sweden,2020-02-12,0
12284,Sweden,2020-02-13,0
12285,Sweden,2020-02-14,0
12286,Sweden,2020-02-15,0
12287,Sweden,2020-02-16,0
12288,Sweden,2020-02-17,0
12289,Sweden,2020-02-18,0
12290,Sweden,2020-02-19,0
12291,Sweden,2020-02-20,0
12292,Sweden,2020-02-21,0
12293,Sweden,2020-02-22,0
12294,Sweden,2020-02-23,0
12295,Sweden,2020-02-24,0
12296,Sweden,2020-02-25,0
12297,Sweden,2020-02-26,0
12298,Sweden,2020-02-27,0
12299,Sweden,2020-02-28,0
12300,Sweden,2020-02-29,0
12301,Sweden,2020-03-01,0
12302,Sweden,2020-03-02,0
12303,Sweden,2020-03-03,0
12304,Sweden,2020-03-04,0
12305,Sweden,2020-03-05,0
12306,Sweden,2020-03-06,0
12307,Sweden,2020-03-07,0
12308,Sweden,2020-03-08,0
12309,Sweden,2020-03-09,0
12310,Sweden,2020-03-10,0
12311,Sweden,2020-03-11,0
12312,Sweden,2020-03-12,1
12313,Sweden,2020-03-13,1
12314,Sweden,2020-03-14,1
12315,Sweden,2020-03-15,1
12316,Sweden,2020-03-16,3
12317,Sweden,2020-03-17,7
12318,Sweden,2020-03-18,8
12319,Sweden,2020-03-19,10
12320,Sweden,2020-03-20,10
12321,Sweden,2020-03-21,16
12322,Sweden,2020-03-22,20
12323,Sweden,2020-03-23,21
12324,Sweden,2020-03-24,25
12325,Sweden,2020-03-25,36
12326,Sweden,2020-03-26,42
12327,Sweden,2020-03-27,66
12328,Sweden,2020-03-28,92
12329,Sweden,2020-03-29,102
12330,Sweden,2020-03-30,110
12331,Sweden,2020-03-31,146
12332,Sweden,2020-04-01,180
12333,Sweden,2020-04-02,239
12334,Sweden,2020-04-03,282
12335,Sweden,2020-04-04,333
12336,Sweden,2020-04-05,373
12337,Sweden,2020-04-06,401
12338,Sweden,2020-04-07,477
12339,Sweden,2020-04-08,591
12340,Sweden,2020-04-09,687
12341,Sweden,2020-04-10,793
12342,Sweden,2020-04-11,870
12343,Sweden,2020-04-12,887
12344,Sweden,2020-04-13,899
12345,Sweden,2020-04-14,919
12346,Sweden,2020-04-15,1033
12347,Sweden,2020-04-16,1203
12348,Sweden,2020-04-17,1333
12349,Sweden,2020-04-18,1400
12350,Sweden,2020-04-19,1511
12351,Sweden,2020-04-20,1540
12352,Sweden,2020-04-21,1580
12353,Sweden,2020-04-22,1765
12354,Sweden,2020-04-23,1937
12355,Sweden,2020-04-24,2021
12356,Sweden,2020-04-25,2152
12357,Sweden,2020-04-26,2192
12358,Sweden,2020-04-27,2194
12359,Sweden,2020-04-28,2274
12360,Sweden,2020-04-29,2355
12361,Swaziland,2020-03-15,0
12362,Swaziland,2020-03-16,0
12363,Swaziland,2020-03-17,0
12364,Swaziland,2020-03-18,0
12365,Swaziland,2020-03-19,0
12366,Swaziland,2020-03-20,0
12367,Swaziland,2020-03-21,0
12368,Swaziland,2020-03-22,0
12369,Swaziland,2020-03-23,0
12370,Swaziland,2020-03-24,0
12371,Swaziland,2020-03-25,0
12372,Swaziland,2020-03-26,0
12373,Swaziland,2020-03-27,0
12374,Swaziland,2020-03-28,0
12375,Swaziland,2020-03-29,0
12376,Swaziland,2020-03-30,0
12377,Swaziland,2020-03-31,0
12378,Swaziland,2020-04-01,0
12379,Swaziland,2020-04-02,0
12380,Swaziland,2020-04-03,0
12381,Swaziland,2020-04-04,0
12382,Swaziland,2020-04-05,0
12383,Swaziland,2020-04-06,0
12384,Swaziland,2020-04-07,0
12385,Swaziland,2020-04-08,0
12386,Swaziland,2020-04-09,0
12387,Swaziland,2020-04-10,0
12388,Swaziland,2020-04-11,0
12389,Swaziland,2020-04-12,0
12390,Swaziland,2020-04-13,0
12391,Swaziland,2020-04-14,0
12392,Swaziland,2020-04-15,0
12393,Swaziland,2020-04-16,0
12394,Swaziland,2020-04-17,0
12395,Swaziland,2020-04-18,1
12396,Swaziland,2020-04-19,1
12397,Swaziland,2020-04-20,1
12398,Swaziland,2020-04-21,1
12399,Swaziland,2020-04-22,1
12400,Swaziland,2020-04-23,1
12401,Swaziland,2020-04-24,1
12402,Swaziland,2020-04-25,1
12403,Swaziland,2020-04-26,1
12404,Swaziland,2020-04-27,1
12405,Swaziland,2020-04-28,1
12406,Swaziland,2020-04-29,1
12407,Sint Maarten (Dutch part),2020-03-03,0
12408,Sint Maarten (Dutch part),2020-03-26,0
12409,Sint Maarten (Dutch part),2020-03-27,0
12410,Sint Maarten (Dutch part),2020-03-28,0
12411,Sint Maarten (Dutch part),2020-03-29,0
12412,Sint Maarten (Dutch part),2020-03-30,0
12413,Sint Maarten (Dutch part),2020-04-01,0
12414,Sint Maarten (Dutch part),2020-04-02,1
12415,Sint Maarten (Dutch part),2020-04-03,2
12416,Sint Maarten (Dutch part),2020-04-04,2
12417,Sint Maarten (Dutch part),2020-04-05,2
12418,Sint Maarten (Dutch part),2020-04-06,4
12419,Sint Maarten (Dutch part),2020-04-07,4
12420,Sint Maarten (Dutch part),2020-04-08,8
12421,Sint Maarten (Dutch part),2020-04-09,8
12422,Sint Maarten (Dutch part),2020-04-10,8
12423,Sint Maarten (Dutch part),2020-04-11,9
12424,Sint Maarten (Dutch part),2020-04-12,9
12425,Sint Maarten (Dutch part),2020-04-13,9
12426,Sint Maarten (Dutch part),2020-04-14,9
12427,Sint Maarten (Dutch part),2020-04-15,9
12428,Sint Maarten (Dutch part),2020-04-16,9
12429,Sint Maarten (Dutch part),2020-04-17,9
12430,Sint Maarten (Dutch part),2020-04-18,9
12431,Sint Maarten (Dutch part),2020-04-19,9
12432,Sint Maarten (Dutch part),2020-04-20,10
12433,Sint Maarten (Dutch part),2020-04-21,10
12434,Sint Maarten (Dutch part),2020-04-22,10
12435,Sint Maarten (Dutch part),2020-04-23,12
12436,Sint Maarten (Dutch part),2020-04-24,12
12437,Sint Maarten (Dutch part),2020-04-25,12
12438,Sint Maarten (Dutch part),2020-04-26,12
12439,Sint Maarten (Dutch part),2020-04-27,13
12440,Sint Maarten (Dutch part),2020-04-28,13
12441,Sint Maarten (Dutch part),2020-04-29,13
12442,Seychelles,2020-03-15,0
12443,Seychelles,2020-03-16,0
12444,Seychelles,2020-03-17,0
12445,Seychelles,2020-03-18,0
12446,Seychelles,2020-03-19,0
12447,Seychelles,2020-03-20,0
12448,Seychelles,2020-03-21,0
12449,Seychelles,2020-03-22,0
12450,Seychelles,2020-03-23,0
12451,Seychelles,2020-03-24,0
12452,Seychelles,2020-03-25,0
12453,Seychelles,2020-03-26,0
12454,Seychelles,2020-03-27,0
12455,Seychelles,2020-03-28,0
12456,Seychelles,2020-03-29,0
12457,Seychelles,2020-03-30,0
12458,Seychelles,2020-03-31,0
12459,Seychelles,2020-04-01,0
12460,Seychelles,2020-04-02,0
12461,Seychelles,2020-04-03,0
12462,Seychelles,2020-04-04,0
12463,Seychelles,2020-04-05,0
12464,Seychelles,2020-04-06,0
12465,Seychelles,2020-04-07,0
12466,Seychelles,2020-04-08,0
12467,Seychelles,2020-04-09,0
12468,Seychelles,2020-04-10,0
12469,Seychelles,2020-04-11,0
12470,Seychelles,2020-04-12,0
12471,Seychelles,2020-04-13,0
12472,Seychelles,2020-04-14,0
12473,Seychelles,2020-04-15,0
12474,Seychelles,2020-04-16,0
12475,Seychelles,2020-04-17,0
12476,Seychelles,2020-04-18,0
12477,Seychelles,2020-04-19,0
12478,Seychelles,2020-04-20,0
12479,Seychelles,2020-04-21,0
12480,Seychelles,2020-04-22,0
12481,Seychelles,2020-04-23,0
12482,Seychelles,2020-04-24,0
12483,Seychelles,2020-04-25,0
12484,Seychelles,2020-04-26,0
12485,Seychelles,2020-04-27,0
12486,Seychelles,2020-04-28,0
12487,Seychelles,2020-04-29,0
12488,Syria,2020-03-23,0
12489,Syria,2020-03-24,0
12490,Syria,2020-03-25,0
12491,Syria,2020-03-26,0
12492,Syria,2020-03-27,0
12493,Syria,2020-03-28,0
12494,Syria,2020-03-29,0
12495,Syria,2020-03-30,1
12496,Syria,2020-03-31,2
12497,Syria,2020-04-01,2
12498,Syria,2020-04-02,2
12499,Syria,2020-04-03,2
12500,Syria,2020-04-04,2
12501,Syria,2020-04-05,2
12502,Syria,2020-04-06,2
12503,Syria,2020-04-07,2
12504,Syria,2020-04-08,2
12505,Syria,2020-04-09,2
12506,Syria,2020-04-10,2
12507,Syria,2020-04-11,2
12508,Syria,2020-04-12,2
12509,Syria,2020-04-13,2
12510,Syria,2020-04-14,2
12511,Syria,2020-04-15,2
12512,Syria,2020-04-16,2
12513,Syria,2020-04-17,2
12514,Syria,2020-04-18,2
12515,Syria,2020-04-19,2
12516,Syria,2020-04-20,3
12517,Syria,2020-04-21,3
12518,Syria,2020-04-22,3
12519,Syria,2020-04-23,3
12520,Syria,2020-04-24,3
12521,Syria,2020-04-25,3
12522,Syria,2020-04-26,3
12523,Syria,2020-04-27,3
12524,Syria,2020-04-28,3
12525,Syria,2020-04-29,3
12526,Turks and Caicos Islands,2020-03-25,0
12527,Turks and Caicos Islands,2020-03-26,0
12528,Turks and Caicos Islands,2020-03-27,0
12529,Turks and Caicos Islands,2020-03-28,0
12530,Turks and Caicos Islands,2020-03-29,0
12531,Turks and Caicos Islands,2020-03-30,0
12532,Turks and Caicos Islands,2020-03-31,0
12533,Turks and Caicos Islands,2020-04-01,0
12534,Turks and Caicos Islands,2020-04-02,0
12535,Turks and Caicos Islands,2020-04-03,0
12536,Turks and Caicos Islands,2020-04-04,0
12537,Turks and Caicos Islands,2020-04-05,0
12538,Turks and Caicos Islands,2020-04-06,1
12539,Turks and Caicos Islands,2020-04-07,1
12540,Turks and Caicos Islands,2020-04-08,1
12541,Turks and Caicos Islands,2020-04-09,1
12542,Turks and Caicos Islands,2020-04-10,1
12543,Turks and Caicos Islands,2020-04-11,1
12544,Turks and Caicos Islands,2020-04-12,1
12545,Turks and Caicos Islands,2020-04-13,1
12546,Turks and Caicos Islands,2020-04-14,1
12547,Turks and Caicos Islands,2020-04-15,1
12548,Turks and Caicos Islands,2020-04-16,1
12549,Turks and Caicos Islands,2020-04-17,1
12550,Turks and Caicos Islands,2020-04-18,1
12551,Turks and Caicos Islands,2020-04-19,1
12552,Turks and Caicos Islands,2020-04-20,1
12553,Turks and Caicos Islands,2020-04-21,1
12554,Turks and Caicos Islands,2020-04-22,1
12555,Turks and Caicos Islands,2020-04-23,1
12556,Turks and Caicos Islands,2020-04-24,1
12557,Turks and Caicos Islands,2020-04-25,1
12558,Turks and Caicos Islands,2020-04-26,1
12559,Turks and Caicos Islands,2020-04-27,1
12560,Turks and Caicos Islands,2020-04-28,1
12561,Turks and Caicos Islands,2020-04-29,1
12562,Chad,2020-03-20,0
12563,Chad,2020-03-21,0
12564,Chad,2020-03-22,0
12565,Chad,2020-03-23,0
12566,Chad,2020-03-24,0
12567,Chad,2020-03-25,0
12568,Chad,2020-03-26,0
12569,Chad,2020-03-27,0
12570,Chad,2020-03-28,0
12571,Chad,2020-03-29,0
12572,Chad,2020-03-30,0
12573,Chad,2020-03-31,0
12574,Chad,2020-04-01,0
12575,Chad,2020-04-02,0
12576,Chad,2020-04-03,0
12577,Chad,2020-04-04,0
12578,Chad,2020-04-05,0
12579,Chad,2020-04-06,0
12580,Chad,2020-04-07,0
12581,Chad,2020-04-08,0
12582,Chad,2020-04-09,0
12583,Chad,2020-04-10,0
12584,Chad,2020-04-11,0
12585,Chad,2020-04-12,0
12586,Chad,2020-04-13,0
12587,Chad,2020-04-14,0
12588,Chad,2020-04-15,0
12589,Chad,2020-04-16,0
12590,Chad,2020-04-17,0
12591,Chad,2020-04-18,0
12592,Chad,2020-04-19,0
12593,Chad,2020-04-20,0
12594,Chad,2020-04-21,0
12595,Chad,2020-04-22,0
12596,Chad,2020-04-23,0
12597,Chad,2020-04-24,0
12598,Chad,2020-04-25,0
12599,Chad,2020-04-26,0
12600,Chad,2020-04-27,0
12601,Chad,2020-04-28,0
12602,Chad,2020-04-29,2
12603,Togo,2020-03-07,0
12604,Togo,2020-03-15,0
12605,Togo,2020-03-16,0
12606,Togo,2020-03-17,0
12607,Togo,2020-03-18,0
12608,Togo,2020-03-19,0
12609,Togo,2020-03-20,0
12610,Togo,2020-03-21,0
12611,Togo,2020-03-22,0
12612,Togo,2020-03-23,0
12613,Togo,2020-03-24,0
12614,Togo,2020-03-25,0
12615,Togo,2020-03-26,0
12616,Togo,2020-03-27,0
12617,Togo,2020-03-28,1
12618,Togo,2020-03-29,1
12619,Togo,2020-03-30,1
12620,Togo,2020-03-31,1
12621,Togo,2020-04-01,1
12622,Togo,2020-04-02,2
12623,Togo,2020-04-03,2
12624,Togo,2020-04-04,3
12625,Togo,2020-04-05,3
12626,Togo,2020-04-06,3
12627,Togo,2020-04-07,3
12628,Togo,2020-04-08,3
12629,Togo,2020-04-09,3
12630,Togo,2020-04-10,3
12631,Togo,2020-04-11,3
12632,Togo,2020-04-12,3
12633,Togo,2020-04-13,3
12634,Togo,2020-04-14,3
12635,Togo,2020-04-15,3
12636,Togo,2020-04-16,3
12637,Togo,2020-04-17,5
12638,Togo,2020-04-18,5
12639,Togo,2020-04-19,5
12640,Togo,2020-04-20,5
12641,Togo,2020-04-21,6
12642,Togo,2020-04-22,6
12643,Togo,2020-04-23,6
12644,Togo,2020-04-24,6
12645,Togo,2020-04-25,6
12646,Togo,2020-04-26,6
12647,Togo,2020-04-27,6
12648,Togo,2020-04-28,6
12649,Togo,2020-04-29,6
12650,Thailand,2019-12-31,0
12651,Thailand,2020-01-01,0
12652,Thailand,2020-01-02,0
12653,Thailand,2020-01-03,0
12654,Thailand,2020-01-04,0
12655,Thailand,2020-01-05,0
12656,Thailand,2020-01-06,0
12657,Thailand,2020-01-07,0
12658,Thailand,2020-01-08,0
12659,Thailand,2020-01-09,0
12660,Thailand,2020-01-10,0
12661,Thailand,2020-01-11,0
12662,Thailand,2020-01-12,0
12663,Thailand,2020-01-13,0
12664,Thailand,2020-01-14,0
12665,Thailand,2020-01-15,0
12666,Thailand,2020-01-16,0
12667,Thailand,2020-01-17,0
12668,Thailand,2020-01-18,0
12669,Thailand,2020-01-19,0
12670,Thailand,2020-01-20,0
12671,Thailand,2020-01-21,0
12672,Thailand,2020-01-22,0
12673,Thailand,2020-01-23,0
12674,Thailand,2020-01-24,0
12675,Thailand,2020-01-25,0
12676,Thailand,2020-01-26,0
12677,Thailand,2020-01-27,0
12678,Thailand,2020-01-28,0
12679,Thailand,2020-01-29,0
12680,Thailand,2020-01-30,0
12681,Thailand,2020-01-31,0
12682,Thailand,2020-02-01,0
12683,Thailand,2020-02-02,0
12684,Thailand,2020-02-03,0
12685,Thailand,2020-02-04,0
12686,Thailand,2020-02-05,0
12687,Thailand,2020-02-06,0
12688,Thailand,2020-02-07,0
12689,Thailand,2020-02-08,0
12690,Thailand,2020-02-09,0
12691,Thailand,2020-02-10,0
12692,Thailand,2020-02-11,0
12693,Thailand,2020-02-12,0
12694,Thailand,2020-02-13,0
12695,Thailand,2020-02-14,0
12696,Thailand,2020-02-15,0
12697,Thailand,2020-02-16,0
12698,Thailand,2020-02-17,0
12699,Thailand,2020-02-18,0
12700,Thailand,2020-02-19,0
12701,Thailand,2020-02-20,0
12702,Thailand,2020-02-21,0
12703,Thailand,2020-02-22,0
12704,Thailand,2020-02-23,0
12705,Thailand,2020-02-24,0
12706,Thailand,2020-02-25,0
12707,Thailand,2020-02-26,0
12708,Thailand,2020-02-27,0
12709,Thailand,2020-02-28,0
12710,Thailand,2020-02-29,0
12711,Thailand,2020-03-01,1
12712,Thailand,2020-03-02,1
12713,Thailand,2020-03-03,0
12714,Thailand,2020-03-04,0
12715,Thailand,2020-03-05,1
12716,Thailand,2020-03-06,0
12717,Thailand,2020-03-07,1
12718,Thailand,2020-03-08,0
12719,Thailand,2020-03-09,0
12720,Thailand,2020-03-10,0
12721,Thailand,2020-03-11,1
12722,Thailand,2020-03-12,1
12723,Thailand,2020-03-13,0
12724,Thailand,2020-03-14,1
12725,Thailand,2020-03-15,1
12726,Thailand,2020-03-16,1
12727,Thailand,2020-03-17,1
12728,Thailand,2020-03-18,1
12729,Thailand,2020-03-19,1
12730,Thailand,2020-03-20,1
12731,Thailand,2020-03-21,1
12732,Thailand,2020-03-22,1
12733,Thailand,2020-03-23,1
12734,Thailand,2020-03-24,4
12735,Thailand,2020-03-25,4
12736,Thailand,2020-03-26,4
12737,Thailand,2020-03-27,5
12738,Thailand,2020-03-28,5
12739,Thailand,2020-03-29,6
12740,Thailand,2020-03-30,7
12741,Thailand,2020-03-31,10
12742,Thailand,2020-04-01,10
12743,Thailand,2020-04-02,12
12744,Thailand,2020-04-03,15
12745,Thailand,2020-04-04,19
